PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
447,1,2,female,11.43,0,1,19.4929,,S
448,1,1,male,34.88,0,0,26.5468,,S
449,1,3,female,2.5,2,1,19.251,,C
450,1,1,male,54.97,0,0,30.499,C15,S
451,0,2,male,37.11,1,2,27.7475,,S
452,0,3,male,28.18,1,0,19.9598,,S
453,0,1,male,30.41,0,0,27.7475,C3,C
454,1,1,male,51.62,1,0,89.1362,C137,C
455,0,3,male,28.18,0,0,8.0364,,S
456,1,3,male,29.3,0,0,7.8821,,C
457,0,1,male,69.48,0,0,26.5468,C307,S
458,1,1,female,28.18,1,0,51.8735,C184,S
459,1,2,female,52.74,0,0,10.4878,,S
460,0,3,male,28.18,0,0,7.7363,,Q
461,1,1,male,50.51,0,0,26.5468,C269,S
462,0,3,male,34.88,0,0,8.0364,,S
463,0,1,male,49.39,0,0,38.5035,C337,S
464,0,2,male,50.51,0,0,12.9892,,S
465,0,3,male,28.18,0,0,8.0364,,S
466,0,3,male,39.34,0,0,7.0359,,S
467,0,2,male,28.18,0,0,-0.0181,,S
468,0,1,male,59.44,0,0,26.5468,,S
469,0,3,male,28.18,0,0,7.7113,,Q
470,1,3,female,,2,1,19.251,,C
471,0,3,male,28.18,0,0,7.236,,S
472,0,3,male,39.34,0,0,8.6493,,S
473,1,2,female,33.76,1,2,27.7475,,S
474,1,2,female,22.6,0,0,13.7814,C154,C
475,0,3,female,21.48,0,0,9.8249,,S
476,0,1,male,28.18,0,0,52.0111,C223,S
477,0,2,male,34.88,1,0,20.9937,,S
478,0,3,male,29.3,1,0,7.0317,,S
479,0,3,male,21.48,0,0,7.5069,,S
480,1,3,female,,0,1,12.2763,,S
481,0,3,male,6.97,5,2,46.9083,,S
482,0,2,male,28.18,0,0,-0.0181,,S
483,0,3,male,52.74,0,0,8.0364,,S
484,1,3,female,67.25,0,0,9.5748,,S
485,1,1,male,24.83,1,0,91.1123,C96,C
486,0,3,female,28.18,3,1,25.4629,,S
487,1,1,female,35.99,1,0,90.0325,C142,S
488,0,1,male,61.67,0,0,29.6986,C122,C
489,0,3,male,30.41,0,0,8.0364,,S
490,1,3,male,6.97,1,1,15.8908,,S
491,0,3,male,28.18,1,0,19.9598,,S
492,0,3,male,20.36,0,0,7.236,,S
493,0,1,male,58.32,0,0,30.499,C44,S
494,0,1,male,76.18,0,0,49.5139,,C
495,0,3,male,20.36,0,0,8.0364,,S
496,0,3,male,28.18,0,0,14.4483,,C
497,1,1,female,57.2,1,0,78.2926,C180,C
498,0,3,male,28.18,0,0,15.0904,,S
499,0,1,female,24.83,1,2,151.617,C35,S
500,0,3,male,23.71,0,0,7.7821,,S
501,0,3,male,15.9,0,0,8.6493,,S
502,0,3,female,20.36,0,0,7.7363,,Q
503,0,3,female,28.18,0,0,7.6154,,Q
504,0,3,female,38.23,0,0,9.5748,,S
505,1,1,female,14.78,0,0,86.5305,C49,S
506,0,1,male,17.02,1,0,108.9431,C86,C
507,1,2,female,33.76,0,2,25.9965,,S
508,1,1,male,28.18,0,0,26.5468,,S
509,0,3,male,28.18,0,0,22.5196,,S
510,1,3,male,25.95,0,0,56.5094,,S
511,1,3,male,29.3,0,0,7.7363,,Q
512,0,3,male,28.18,0,0,8.0364,,S
513,1,1,male,37.11,0,0,26.2842,C286,S
514,1,1,female,57.2,1,0,59.4153,,C
515,0,3,male,23.71,0,0,7.4819,,S
516,0,1,male,49.39,0,0,34.0218,C222,S
517,1,2,female,34.88,0,0,10.4878,C375,S
518,0,3,male,28.18,0,0,24.1455,,Q
519,1,2,female,37.11,1,0,25.9965,,S
520,0,3,male,32.64,0,0,7.8821,,S
521,1,1,female,30.41,0,0,93.5344,C62,S
522,0,3,male,21.48,0,0,7.8821,,S
523,0,3,male,28.18,0,0,7.211,,C
524,1,1,female,46.04,0,1,57.9937,C156,C
525,0,3,male,28.18,0,0,7.2152,,C
526,0,3,male,42.13,0,0,7.7363,,Q
527,1,2,female,52.74,0,0,10.4878,,S
528,0,1,male,28.18,0,0,221.8857,C146,S
529,0,3,male,40.46,0,0,7.9114,,S
530,0,2,male,22.6,2,1,11.4884,,S
531,1,2,female,,1,1,25.9965,,S
532,0,3,male,28.18,0,0,7.2152,,C
533,0,3,male,15.9,1,1,7.2152,,C
534,1,3,female,28.18,0,2,22.3528,,C
535,0,3,female,30.41,0,0,8.6493,,S
536,1,2,female,4.74,0,2,26.2467,,S
537,0,1,male,47.16,0,0,26.5468,C117,S
538,1,1,female,30.41,0,0,106.4667,,C
539,0,3,male,28.18,0,0,14.4901,,S
540,1,1,female,21.48,0,2,49.5097,C113,C
541,1,1,female,37.11,0,2,71.0218,C143,S
542,0,3,female,6.97,4,2,31.2745,,S
543,0,3,female,9.2,4,2,31.2745,,S
544,1,2,male,32.64,1,0,25.9965,,S
545,0,1,male,52.74,1,0,106.4667,C120,C
546,0,1,male,68.37,0,0,25.9965,,S
547,1,2,female,18.13,1,0,25.9965,,S
548,1,2,male,28.18,0,0,13.8522,,C
549,0,3,male,33.76,1,1,20.5184,,S
550,1,2,male,5.85,1,1,36.7526,,S
551,1,1,male,15.9,0,2,110.9275,C99,C
552,0,2,male,27.06,0,0,25.9965,,S
553,0,3,male,28.18,0,0,7.8155,,Q
554,1,3,male,21.48,0,0,7.211,,C
555,1,3,female,21.48,0,0,7.7613,,S
556,0,1,male,66.14,0,0,26.5468,,S
557,1,1,female,50.51,1,0,39.6042,C219,C
558,0,1,male,28.18,0,0,227.6347,,C
559,1,1,female,40.46,1,1,79.6766,C341,S
560,1,3,female,37.11,1,0,17.3917,,S
561,0,3,male,28.18,0,0,7.7363,,Q
562,0,3,male,41.58,0,0,7.8821,,S
563,0,2,male,28.18,0,0,13.4895,,S
564,0,3,male,28.18,0,0,8.0364,,S
565,0,3,female,28.18,0,0,8.0364,,S
566,0,3,male,23.71,2,0,24.1455,,S
567,0,3,male,18.13,0,0,7.8821,,S
568,0,3,female,29.3,0,4,21.0687,,S
569,0,3,male,28.18,0,0,7.2152,,C
570,1,3,male,32.64,0,0,7.8405,,S
571,1,2,male,66.14,0,0,10.4878,,S
572,1,1,female,56.09,2,0,51.49,C24,S
573,1,1,male,37.11,0,0,26.3842,C286,S
574,1,3,female,28.18,0,0,7.7363,,Q
575,0,3,male,14.78,0,0,8.0364,,S
576,0,3,male,18.13,0,0,14.4901,,S
577,1,2,female,34.88,0,0,12.9892,,S
578,1,1,female,40.46,1,0,55.9133,C316,S
579,0,3,female,28.18,1,0,14.4483,,C
580,1,3,male,32.64,0,0,7.9114,,S
581,1,2,female,24.83,1,1,29.9988,,S
582,1,1,female,40.46,1,1,110.9275,C91,C
583,0,2,male,57.2,0,0,25.9965,,S
584,0,1,male,37.11,0,0,40.1294,C228,C
585,0,3,male,28.18,0,0,8.6993,,C
586,1,1,female,17.02,0,2,79.6766,C345,S
587,0,2,male,49.39,0,0,14.9903,,S
588,1,1,male,63.9,1,1,79.2264,C105,C
589,0,3,male,21.48,0,0,8.0364,,S
590,0,3,male,28.18,0,0,8.0364,,S
591,0,3,male,35.99,0,0,7.1109,,S
592,1,1,female,54.97,1,0,78.2926,C180,C
593,0,3,male,49.39,0,0,7.236,,S
594,0,3,female,28.18,0,2,7.7363,,Q
595,0,2,male,38.23,1,0,25.9965,,S
596,0,3,male,37.11,1,1,24.1455,,S
597,1,2,female,28.18,0,0,33.0004,,S
598,0,3,male,51.62,0,0,-0.0181,,S
599,0,3,male,28.18,0,0,7.211,,C
600,1,1,male,51.62,1,0,56.9431,C211,C
601,1,2,female,23.71,2,1,26.9971,,S
602,0,3,male,28.18,0,0,7.8821,,S
603,0,1,male,28.18,0,0,42.4057,,S
604,0,3,male,46.04,0,0,8.0364,,S
605,1,1,male,35.99,0,0,26.5468,,C
606,0,3,male,37.11,1,0,15.5406,,S
607,0,3,male,30.41,0,0,7.8821,,S
608,1,1,male,27.06,0,0,30.499,,S
609,1,2,female,21.48,1,2,41.5845,,C
610,1,1,female,41.58,0,0,153.5306,C14,S
611,0,3,female,40.46,1,5,31.2745,,S
612,0,3,male,28.18,0,0,7.0359,,S
613,1,3,female,28.18,1,0,15.4906,,Q
614,0,3,male,28.18,0,0,7.7363,,Q
615,0,3,male,35.99,0,0,8.0364,,S
616,1,2,female,23.71,1,2,65.0184,,S
617,0,3,male,34.88,1,1,14.39,,S
618,0,3,female,25.95,1,0,16.091,,S
619,1,2,female,1.39,2,1,39.0038,C384,S
620,0,2,male,25.95,0,0,10.4878,,S
621,0,3,male,27.06,1,0,14.4442,,C
622,1,1,male,43.81,1,0,52.5656,C176,S
623,1,3,male,19.25,1,1,15.7325,,C
624,0,3,male,20.36,0,0,7.8405,,S
625,0,3,male,20.36,0,0,16.091,,S
626,0,1,male,65.02,0,0,32.3209,C239,S
627,0,2,male,60.55,0,0,12.3388,,Q
628,1,1,female,20.36,0,0,77.984,C256,S
629,0,3,male,25.95,0,0,7.8821,,S
630,0,3,male,28.18,0,0,7.7196,,Q
631,1,1,male,86.23,0,0,29.9988,C206,S
632,0,3,male,53.86,0,0,7.0401,,S
633,1,1,male,32.64,0,0,30.499,C88,C
634,0,1,male,28.18,0,0,-0.0181,,S
635,0,3,female,6.97,3,2,27.8976,,S
636,1,2,female,28.18,0,0,12.9892,,S
637,0,3,male,32.64,0,0,7.9114,,S
638,0,2,male,31.53,1,1,26.2467,,S
639,0,3,female,42.69,0,5,39.6917,,S
640,0,3,male,28.18,1,0,16.091,,S
641,0,3,male,19.25,0,0,7.8405,,S
642,1,1,female,23.71,0,0,69.3208,C126,C
643,0,3,female,,3,2,27.8976,,S
644,1,3,male,28.18,0,0,56.5094,,S
645,1,3,female,,2,1,19.251,,C
646,1,1,male,50.51,1,0,76.7542,C201,C
647,0,3,male,18.13,0,0,7.8821,,S
648,1,1,male,59.44,0,0,35.5019,C198,C
649,0,3,male,28.18,0,0,7.5362,,S
650,1,3,female,22.6,0,0,7.5362,,S
651,0,3,male,28.18,0,0,7.8821,,S
652,1,2,female,17.02,0,1,22.9948,,S
653,0,3,male,20.36,0,0,8.4199,,S
654,1,3,female,28.18,0,0,7.8155,,Q
655,0,3,female,17.02,0,0,6.7357,,Q
656,0,2,male,23.71,2,0,73.5232,,S
657,0,3,male,28.18,0,0,7.8821,,S
658,0,3,female,32.64,1,1,15.4906,,Q
659,0,2,male,22.6,0,0,12.9892,,S
660,0,1,male,61.67,0,2,113.3205,C231,C
661,1,1,male,52.74,2,0,133.707,,S
662,0,3,male,41.58,0,0,7.211,,C
663,0,1,male,49.39,0,0,25.5838,C333,S
664,0,3,male,37.11,0,0,7.4819,,S
665,1,3,male,19.25,1,0,7.9114,,S
666,0,2,male,32.64,2,0,73.5232,,S
667,0,2,male,24.83,0,0,12.9892,,S
668,0,3,male,28.18,0,0,7.7613,,S
669,0,3,male,44.92,0,0,8.0364,,S
670,1,1,female,28.18,1,0,52.0111,C19,S
671,1,2,female,41.58,1,1,39.0038,,S
672,0,1,male,31.53,1,0,52.0111,C66,S
673,0,2,male,75.07,0,0,10.4878,,S
674,1,2,male,31.53,0,0,12.9892,,S
675,0,2,male,28.18,0,0,-0.0181,,S
676,0,3,male,17.02,0,0,7.7613,,S
677,0,3,male,24.27,0,0,8.0364,,S
678,1,3,female,17.02,0,0,9.8291,,S
679,0,3,female,44.92,1,6,46.9083,,S
680,1,1,male,37.11,0,1,512.5989,C83,C
681,0,3,female,28.18,0,0,8.124,,Q
682,1,1,male,27.06,0,0,76.7542,C235,C
683,0,3,male,19.25,0,0,9.2121,,S
684,0,3,male,12.55,5,2,46.9083,,S
685,0,2,male,63.9,1,1,39.0038,,S
686,0,2,male,24.83,1,2,41.5845,,C
687,0,3,male,12.55,4,1,39.6917,,S
688,0,3,male,18.13,0,0,10.1584,,S
689,0,3,male,17.02,0,0,7.7821,,S
690,1,1,female,13.67,0,1,211.4381,C92,S
691,1,1,male,31.53,1,0,57.0139,C147,S
692,1,3,female,1.39,0,1,13.4061,,C
693,1,3,male,28.18,0,0,56.5094,,S
694,0,3,male,24.83,0,0,7.211,,C
695,0,1,male,63.9,0,0,26.5468,,S
696,0,2,male,54.97,0,0,13.4895,,S
697,0,3,male,46.04,0,0,8.0364,,S
698,1,3,female,28.18,0,0,7.7196,,Q
699,0,1,male,51.62,1,1,110.9275,C91,C
700,0,3,male,43.81,0,0,7.6362,C362,S
701,1,1,female,17.02,1,0,227.6347,C82,C
702,1,1,male,35.99,0,0,26.2842,C282,S
703,0,3,female,17.02,0,1,14.4442,,C
704,0,3,male,24.83,0,0,7.728,,Q
705,0,3,male,25.95,1,0,7.8405,,S
706,0,2,male,40.46,0,0,25.9965,,S
707,1,2,female,47.16,0,0,13.4895,,S
708,1,1,male,43.81,0,0,26.2842,C282,S
709,1,1,female,21.48,0,0,151.617,,S
710,1,3,male,28.18,1,1,15.2363,,C
711,1,1,female,23.71,0,0,49.5139,C129,C
712,0,1,male,28.18,0,0,26.5468,C10,S
713,1,1,male,50.51,1,0,52.0111,C19,S
714,0,3,male,29.3,0,0,9.4705,,S
715,0,2,male,54.97,0,0,12.9892,,S
716,0,3,male,18.13,0,0,7.6362,C367,S
717,1,1,female,39.34,0,0,227.6347,C52,C
718,1,2,female,27.06,0,0,10.4878,C265,S
719,0,3,male,28.18,0,0,15.4906,,Q
720,0,3,male,33.76,0,0,7.7613,,S
721,1,2,female,3.62,0,1,33.0004,,S
722,0,3,male,15.9,1,0,7.0401,,S
723,0,2,male,34.88,0,0,12.9892,,S
724,0,2,male,52.74,0,0,12.9892,,S
725,1,1,male,27.06,1,0,53.1117,C354,S
726,0,3,male,19.25,0,0,8.6493,,S
727,1,2,female,30.41,3,0,20.9937,,S
728,1,3,female,28.18,0,0,7.7238,,Q
729,0,2,male,24.83,1,0,25.9965,,S
730,0,3,female,24.83,1,0,7.9114,,S
731,1,1,female,29.3,0,0,211.4381,C92,S
732,0,3,male,9.2,0,0,18.78,,C
733,0,2,male,28.18,0,0,-0.0181,,S
734,0,2,male,22.6,0,0,12.9892,,S
735,0,2,male,22.6,0,0,12.9892,,S
736,0,3,male,28.74,0,0,16.091,,S
737,0,3,female,50.51,1,3,34.3762,,S
738,1,1,male,35.99,0,0,512.5989,C164,C
739,0,3,male,28.18,0,0,7.8821,,S
740,0,3,male,28.18,0,0,7.8821,,S
741,1,1,male,28.18,0,0,29.9988,C218,S
742,0,1,male,37.11,1,0,78.8762,C57,S
743,1,1,female,20.36,2,2,262.5043,C79,C
744,0,3,male,23.71,1,0,16.091,,S
745,1,3,male,31.53,0,0,7.9114,,S
746,0,1,male,75.07,1,1,71.0218,C143,S
747,0,3,male,14.78,1,1,20.2433,,S
748,1,2,female,30.41,0,0,12.9892,,S
749,0,1,male,18.13,1,0,53.1117,C197,S
750,0,3,male,31.53,0,0,7.7363,,Q
751,1,2,female,1.39,1,1,22.9948,,S
752,1,3,male,3.62,0,1,12.4639,C273,S
753,0,3,male,33.76,0,0,9.4872,,S
754,0,3,male,22.6,0,0,7.8821,,S
755,1,2,female,50.51,1,2,65.0184,,S
756,1,2,male,,1,1,14.4901,,S
757,0,3,male,28.18,0,0,7.7821,,S
758,0,2,male,17.02,0,0,11.4884,,S
759,0,3,male,34.88,0,0,8.0364,,S
760,1,1,female,33.76,0,0,86.5305,C58,S
761,0,3,male,28.18,0,0,14.4901,,S
762,0,3,male,42.69,0,0,7.1109,,S
763,1,3,male,19.25,0,0,7.2152,,C
764,1,1,female,37.11,1,2,120.0493,,S
765,0,3,male,14.78,0,0,7.7613,,S
766,1,1,female,53.86,1,0,77.984,C163,S
767,0,1,male,28.18,0,0,39.6042,,C
768,0,3,female,30.97,0,0,7.7363,,Q
769,0,3,male,28.18,1,0,24.1455,,Q
770,0,3,male,32.64,0,0,8.3491,,S
771,0,3,male,23.71,0,0,9.4872,,S
772,0,3,male,50.51,0,0,7.8405,,S
773,0,2,female,60.55,0,0,10.4878,C350,S
774,0,3,male,28.18,0,0,7.211,,C
775,1,2,female,57.2,1,3,22.9948,,S
776,0,3,male,17.02,0,0,7.7363,,S
777,0,3,male,28.18,0,0,7.7363,C379,Q
778,1,3,female,2.5,0,0,12.4639,,S
779,0,3,male,28.18,0,0,7.7238,,Q
780,1,1,female,44.92,0,1,211.4381,C134,S
781,1,3,female,11.43,0,0,7.2152,,C
782,1,1,female,15.9,1,0,57.0139,C147,S
783,0,1,male,29.3,0,0,29.9988,C248,S
784,0,3,male,28.18,1,2,23.4451,,S
785,0,3,male,24.83,0,0,7.0359,,S
786,0,3,male,24.83,0,0,7.236,,S
787,1,3,female,17.02,0,0,7.4819,,S
788,0,3,male,5.85,4,1,29.1233,,Q
789,1,3,male,,1,2,20.5685,,S
790,0,1,male,48.27,0,0,79.2264,C41,C
791,0,3,male,28.18,0,0,7.7363,,Q
792,0,2,male,14.78,0,0,25.9965,,S
793,0,3,female,28.18,6,2,69.571,,S
794,0,1,male,28.18,0,0,30.695,,C
795,0,3,male,24.83,0,0,7.8821,,S
796,0,2,male,40.46,0,0,12.9892,,S
797,1,1,female,51.62,0,0,25.9257,C171,S
798,1,3,female,31.53,0,0,8.6701,,S
799,0,3,male,30.41,0,0,7.2152,,C
800,0,3,female,30.41,1,1,24.1455,,S
801,0,2,male,34.88,0,0,12.9892,,S
802,1,2,female,31.53,1,1,26.2467,,S
803,1,1,male,9.2,1,2,120.0493,,S
804,1,3,male,,0,1,8.5034,,C
805,1,3,male,27.06,0,0,6.9608,,S
806,0,3,male,31.53,0,0,7.7613,,S
807,0,1,male,40.46,0,0,-0.0181,C181,S
808,0,3,female,17.02,0,0,7.7613,,S
809,0,2,male,40.46,0,0,12.9892,,S
810,1,1,female,33.76,1,0,53.1117,C354,S
811,0,3,male,25.95,0,0,7.8738,,S
812,0,3,male,40.46,0,0,24.1455,,S
813,0,2,male,35.99,0,0,10.4878,,S
814,0,3,female,3.62,4,2,31.2745,,S
815,0,3,male,30.97,0,0,8.0364,,S
816,0,1,male,28.18,0,0,-0.0181,C160,S
817,0,3,female,22.6,0,0,7.9114,,S
818,0,2,male,31.53,1,1,37.0069,,C
819,0,3,male,44.92,0,0,6.4355,,S
820,0,3,male,8.08,3,2,27.8976,,S
821,1,1,female,54.97,1,1,93.5344,C71,S
822,1,3,male,27.06,0,0,8.6493,,S
823,0,1,male,39.34,0,0,-0.0181,,S
824,1,3,female,27.06,0,1,12.4639,C273,S
825,0,3,male,,4,1,39.6917,,S
826,0,3,male,28.18,0,0,6.9358,,Q
827,0,3,male,28.18,0,0,56.5094,,S
828,1,2,male,,0,2,37.0069,,C
829,1,3,male,28.18,0,0,7.7363,,Q
830,1,1,female,66.14,0,0,80.0268,C139,S
831,1,3,female,13.67,1,0,14.4442,,C
832,1,2,male,,1,1,18.7424,,S
833,0,3,male,28.18,0,0,7.2152,,C
834,0,3,male,22.6,0,0,7.8405,,S
835,0,3,male,17.02,0,0,8.2866,,S
836,1,1,female,40.46,1,1,83.1869,C324,C
837,0,3,male,20.36,0,0,8.6493,,S
838,0,3,male,28.18,0,0,8.0364,,S
839,1,3,male,32.64,0,0,56.5094,,S
840,1,1,male,28.18,0,0,29.6986,C61,C
841,0,3,male,19.25,0,0,7.9114,,S
842,0,2,male,14.78,0,0,10.4878,,S
843,1,1,female,30.41,0,0,30.9993,,C
844,0,3,male,35.44,0,0,6.423,,C
845,0,3,male,15.9,0,0,8.6493,,S
846,0,3,male,43.81,0,0,7.5362,,S
847,0,3,male,28.18,6,2,69.571,,S
848,0,3,male,35.99,0,0,7.8821,,C
849,0,2,male,28.18,0,1,33.0004,,S
850,1,1,female,28.18,1,0,89.1362,C137,C
851,0,3,male,1.39,4,2,31.2745,,S
852,0,3,male,79.53,0,0,7.7613,,S
853,0,3,female,6.97,1,1,15.2363,,C
854,1,1,female,14.78,0,1,39.404,C193,S
855,0,2,female,46.04,1,0,25.9965,,S
856,1,3,female,17.02,0,1,9.3372,,S
857,1,1,female,47.16,1,1,164.9412,,S
858,1,1,male,53.86,0,0,26.5468,C277,S
859,1,3,female,23.71,0,3,19.251,,C
860,0,3,male,28.18,0,0,7.2152,,C
861,0,3,male,42.69,2,0,14.0981,,S
862,0,2,male,20.36,1,0,11.4884,,S
863,1,1,female,50.51,0,0,25.9257,C171,S
864,0,3,female,28.18,6,2,69.571,,S
865,0,2,male,23.71,0,0,12.9892,,S
866,1,2,female,43.81,0,0,12.9892,,S
867,1,2,female,27.06,1,0,13.848,,C
868,0,1,male,31.53,0,0,50.5061,C202,S
869,0,3,male,28.18,0,0,9.4872,,S
870,1,3,male,1.39,1,1,11.1215,,S
871,0,3,male,25.95,0,0,7.8821,,S
872,1,1,female,49.39,1,1,52.5656,C205,S
873,0,1,male,33.76,0,0,4.9847,C83,S
874,0,3,male,49.39,0,0,8.987,,S
875,1,2,female,28.18,1,0,23.9954,,C
876,1,3,female,13.67,0,0,7.211,,C
877,0,3,male,19.25,0,0,9.8332,,S
878,0,3,male,18.13,0,0,7.8821,,S
879,0,3,male,28.18,0,0,7.8821,,S
880,1,1,female,59.44,0,1,83.1869,C69,C
881,1,2,female,24.83,0,1,25.9965,,S
882,0,3,male,33.76,0,0,7.8821,,S
883,0,3,female,21.48,0,0,10.5045,,S
884,0,2,male,28.18,0,0,10.4878,,S
885,0,3,male,24.83,0,0,7.0359,,S
886,0,3,female,40.46,0,5,29.1233,,Q
887,0,2,male,27.06,0,0,12.9892,,S
888,1,1,female,18.13,0,0,29.9988,C100,S
889,0,3,female,28.18,1,2,23.4451,,S
890,1,1,male,25.95,0,0,29.9988,C27,C
891,0,3,male,32.64,0,0,7.7363,,Q
